Name,Dialogue,NextRow,Datatable,EndDialogue?,CharacterName,EN,JP,Actionable?,KR,CH,DE,TH,PH,PT,FR,ES,RU
ch7_tv,Tapi ternyata… tidak ada yang benar-benar tenggelam.,ch7_tv2,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"But no matter what, nothing really goes away.",しかし…結局、何も本当に消えない。,,근데 결국… 완전히 사라지진 않더라,但事实证明…没有什么会真正消失,Aber es stellt sich heraus… nichts verschwindet wirklich,แต่ไม่ว่าจะอย่างไรก็ไม่มีอะไรหายไปจริงๆ,"Pero kahit anong mangyari, wala talagang mawawala.","Mas não importa o que aconteça, nada realmente desaparece.","Mais quoi qu’il en soit, rien ne disparaît vraiment.","Pero pase lo que pase, nada desaparece realmente.","Но, как бы то ни было, на самом деле ничего не исчезает."
ch7_tv2,"Suara-suara itu tetap ada, berbaur dengan hidup yang terasa semakin sempit.",ch7_tv3,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"Those voices stay, blending into a life that feels more and more suffocating.",あの声は残り、ますます窮屈に感じる生活と混ざり合う。,,"그 소리들은 계속 있어, 내 답답한 삶에 섞여서 더 숨 막히게 만들고",那些声音依然存在，与越来越压抑的生活交织在一起,"Diese Stimmen bleiben, vermischen sich mit einem Leben, das sich immer enger anfühlt",เสียงเหล่านั้นยังคงอยู่และผสมผสานเข้ากับชีวิตที่รู้สึกอึดอัดมากขึ้นเรื่อยๆ,"Ang mga boses na iyon ay nananatili, na naghahalo sa isang buhay na nararamdaman ng higit at higit na nakakainis.","Essas vozes permanecem, misturando-se a uma vida que parece cada vez mais sufocante.","Ces voix restent, se fondant dans une vie qui semble de plus en plus étouffante.","Esas voces permanecen, mezclándose con una vida que cada vez parece más asfixiante.","Эти голоса остаются, вплетаясь в жизнь, которая становится все более и более удушающей."
ch7_tv3,apa gunanya memperbaiki sesuatu yang dari awal sudah hancur?,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,,What’s the point of trying to fix something that was broken from the start?,最初から壊れていたものを直す意味があるのか？,,애초에 부서진 걸 고쳐서 뭐해?,从一开始就破碎的东西修复有什么意义？,"Was bringt es, etwas zu reparieren, das von Anfang an kaputt war?",การพยายามแก้ไขสิ่งที่พังตั้งแต่แรกมันมีประโยชน์อะไร?,Ano ang punto ng pagsisikap na ayusin ang isang bagay na nasira sa simula?,Qual é o sentido de tentar consertar algo que estava quebrado desde o início?,Quel est l’intérêt d’essayer de réparer quelque chose qui était cassé dès le départ ?,¿Qué sentido tiene intentar arreglar algo que estaba roto desde el principio?,"Какой смысл пытаться починить то, что было сломано с самого начала?"
ch7_basket,…Tidak… lagi…,ch7_basket2,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,No… enough…,…もう…いや…,,이젠… 안 돼…,…不…再…,…Nein… mehr…,ไม่…พอแล้ว…,Hindi... sapat na...,Não… chega…,Non… ça suffit…,No… suficiente…,Нет… достаточно…
ch7_basket2,Sudah cukup!,ch7_basket3,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,Enough!,十分だ！,,이제 그만!,够了！,Genug!,เพียงพอ!,Tama na!,Suficiente!,Assez!,¡Suficiente!,Достаточно!
ch7_basket3,Sudah cukup!!,ch7_basket4,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,Enough!!,十分だ!!,,진짜 그만!!,够了！！,Genug!!,เพียงพอ!!,Tama na!!,Suficiente!!,Assez!!,¡¡Suficiente!!,Достаточно!!
ch7_basket4,Aku…,ch7_basket5,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,I…,私は…,,나…,我…,Ich…,ฉัน…,ako…,EU…,JE…,I…,Я…
ch7_basket5,akan mengakhiri ini sekarang!,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,,will end this now.,これを今、終わらせる！,,지금 당장 끝내버릴 거야!,现在就结束这一切！,werde das jetzt beenden!,จะยุติเรื่องนี้เดี๋ยวนี้,matatapos na ito ngayon.,vou acabar com isso agora.,je vais mettre fin à ça maintenant.,Terminaremos esto ahora.,положим этому конец сейчас.
ch7_nonton,Aku harus menghentikan ini…,ch7_nonton1,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,I have to stop it.,止めなければ…,,이걸 멈춰야 해…,我必须停止这一切…,Ich muss das stoppen…,ฉันต้องหยุดมัน,Kailangan kong itigil ito.,Tenho que parar com isso.,Je dois l'arrêter.,Tengo que detenerlo,Я должен это остановить.
ch7_nonton1,pikiranku terlalu bising,ch7_nonton2,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,My mind is too loud.,頭の中がうるさすぎる,,머리가 너무 시끄러워,我的内心太吵了,Mein Verstand ist zu laut,ใจฉันดังเกินไป,Masyadong maingay ang isip ko.,Minha mente é muito barulhenta.,Mon esprit est trop bruyant.,Mi mente es demasiado ruidosa.,Мой разум слишком шумный.
ch7_nonton2,"Mungkin… kalau aku menyalakan TV,",ch7_nonton3,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"Maybe… if I turn on the TV,",もしかしたら…テレビをつければ、,,아마… TV라도 켜면,也许…如果我打开电视，,"Vielleicht… wenn ich den Fernseher einschalte,",บางที… ถ้าฉันเปิดทีวี,"Siguro... kung bubuksan ko ang TV,","Talvez… se eu ligar a TV,","Peut-être… si j’allume la télé,","Quizás… si enciendo el televisor,","Может быть… если я включу телевизор,"
ch7_nonton3,setidaknya ada suara lain yang bisa menenggelamkan semua ini,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,,at least there’ll be some other sound to drown all of this out.,少なくとも他の音がこれら全てをかき消してくれるかもしれない。,,적어도 다른 소리들이 이걸 덮어줄 텐데,至少会有另一个声音把这一切淹没,wird zumindest ein weiteres Geräusch all das übertönen,อย่างน้อยก็ยังมีเสียงอื่นมาช่วยกลบเสียงทั้งหมดนี้,at least may iba pang tunog na magpapalunod sa lahat ng ito.,pelo menos haverá algum outro som para abafar tudo isso.,au moins il y aura un autre son pour couvrir tout ça.,Al menos habrá algún otro sonido que ahogue todo esto.,"по крайней мере, будет какой-то другой звук, который заглушит все это."
ch7_andy,Halo,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,???,Hello.,こんにちは,,여보세요,你好,Hallo,สวัสดี,Hello.,Olá.,Bonjour.,Hola.,Привет.
ch7_court,Selama ini aku selalu menghindari belok kanan,ch7_court2,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"All this time, I’ve always avoided turning right.",ずっと右に曲がることを避けてきた。,,그동안 나는 항상 오른쪽 길을 피했어,这些年来，我一直避免向右转。,All die Zeit habe ich den rechten Weg gemieden.,ตลอดเวลาที่ผ่านมา ฉันหลีกเลี่ยงการเลี้ยวขวาเสมอ,"Sa lahat ng oras na ito, lagi kong iniiwasan na lumiko sa kanan.","Durante todo esse tempo, sempre evitei virar à direita.","Pendant tout ce temps, j’ai toujours évité de tourner à droite.","Durante todo este tiempo, siempre he evitado girar a la derecha.",Все это время я избегал поворота направо.
ch7_court2,Jalan itu seperti dinding yang menahanku…,ch7_court3,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,That road felt like a wall holding me back…,あの道は、まるで私を押しとどめる壁のようだった…,,그 길은 마치 나를 막는 벽 같았거든…,那条路就像一堵阻挡我的墙…,"Diese Straße war wie eine Mauer, die mich zurückhielt…",ถนนสายนั้นรู้สึกเหมือนมีกำแพงกั้นฉันไว้...,Ang kalsadang iyon ay parang pader na pumipigil sa akin...,Aquela estrada parecia um muro me segurando…,Cette route me semblait être un mur qui me retenait…,Ese camino era como un muro que me retenía…,"Эта дорога была словно стена, сдерживающая меня..."
ch7_court3,"karena aku tahu, di ujungnya ada lapangan ini",ch7_court4,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"because I knew, at the end of it, there was this field.",なぜなら、その先にはあの広場があると知っていたから。,,왜냐하면 끝에 있는 이 운동장을 알기 때문이야,因为我知道，尽头就是这片操场。,"weil ich wusste, am Ende lag dieses Feld.",เพราะฉันรู้ว่าสุดท้ายแล้วก็มีทุ่งนี้อยู่,"dahil alam ko, sa dulo nito, may field na ito.","porque eu sabia que, no final, havia esse campo.","parce que je savais qu'au bout, il y avait ce champ.",Porque sabía que al final estaba este campo.,"потому что я знал, что в конце меня ждет это поле."
ch7_court4,Tempat yang dulu merenggut banyak hal dariku,ch7_court5,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,A place that once took so much from me.,かつて、私から多くを奪った場所。,,예전에 나에게서 많은 걸 빼앗아간 그곳,一个曾经夺走我许多的地方。,"Ein Ort, der mir einst so vieles genommen hat.",สถานที่ที่เคยพรากสิ่งดีๆ มากมายไปจากฉัน,Isang lugar na minsan nang kinuha sa akin.,Um lugar que um dia tirou tanto de mim.,Un endroit qui m'a tant pris autrefois.,Un lugar que una vez me quitó tanto.,"Место, которое когда-то отняло у меня так много."
ch7_court5,"Setiap kali aku melewatinya, rasanya seperti jantungku berhenti",ch7_court6,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"Every time I passed by, it felt as if my heart stopped.",そこを通るたびに、心臓が止まるように感じた。,,지날 때마다 심장이 멎는 것 같았어,每次经过那里，我都觉得心脏仿佛停了下来。,"Jedes Mal, wenn ich daran vorbeiging, fühlte es sich an, als bliebe mein Herz stehen.",ทุกครั้งที่ผ่านไปก็รู้สึกเหมือนหัวใจหยุดเต้น,"Sa bawat pagdaan ko, parang humihinto ang puso ko.","Toda vez que eu passava por ali, parecia que meu coração parava.","Chaque fois que je passais devant, j'avais l'impression que mon cœur s'arrêtait.","Cada vez que pasaba, sentía como si mi corazón se detuviera.","Каждый раз, когда я проходил мимо, у меня было такое чувство, будто мое сердце останавливалось."
ch7_court6,Aku takut kenangan itu kembali menghancurkanku.,ch7_court7,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,I was afraid those memories would crush me again.,あの記憶に再び押し潰されるのが怖かった。,,그 기억이 다시 날 무너뜨릴까 봐 두려웠거든,我害怕那些记忆再次将我摧毁。,"Ich fürchtete, dass mich diese Erinnerungen erneut zerstören würden.",ฉันกลัวว่าความทรงจำเหล่านั้นจะทำลายฉันอีกครั้ง,Natatakot akong durugin ulit ako ng mga alaalang iyon.,Eu estava com medo de que essas memórias me destruíssem novamente.,J’avais peur que ces souvenirs m’écrasent à nouveau.,Tenía miedo de que esos recuerdos me aplastaran nuevamente.,"Я боялась, что эти воспоминания снова раздавят меня."
ch7_court7,Tapi sekarang… aku di sini,ch7_court8,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,But now… I am here.,でも今…私はここにいる。,,하지만 지금… 나는 여기 있어,但是现在…我站在这里。,Doch jetzt… bin ich hier.,แต่ตอนนี้… ฉันอยู่ที่นี่แล้ว,Pero ngayon... nandito na ako.,Mas agora… estou aqui.,Mais maintenant… je suis là.,Pero ahora…estoy aquí.,Но теперь… я здесь.
ch7_court8,Aku tidak lagi ingin lari,ch7_court9,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,I no longer want to run away.,もう逃げたくはない。,,이제 더는 도망치고 싶지 않아,我不想再逃避。,Ich will nicht länger davonlaufen.,ฉันไม่อยากวิ่งหนีอีกต่อไปแล้ว,Hindi ko na gustong tumakas.,Não quero mais fugir.,Je ne veux plus fuir.,Ya no quiero huir.,Я больше не хочу убегать.
ch7_court9,"Mungkin, ini bukan lagi tentang kehilangan",ch7_court10,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"Maybe, this is no longer about loss",もしかしたら、これは失うことの話ではなく,,어쩌면 이건 더 이상 잃어버림에 관한 게 아닐지도 몰라,或许，这已经不再是关于失去,Vielleicht geht es nicht mehr um den Verlust,บางทีเรื่องนี้อาจไม่ใช่เรื่องการสูญเสียอีกต่อไป,"Siguro, hindi na ito tungkol sa pagkawala","Talvez, isso não seja mais sobre perda",Peut-être qu’il ne s’agit plus de perte,Quizás ya no se trate de pérdida.,"Может быть, речь уже не о потере."
ch7_court10,"Tapi tentang menerima bahwa aku pernah ada di sini, pernah jatuh, dan pernah hancur",ch7_court11,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"but about accepting that I was once here, once fallen, once broken.",ここにいたこと、倒れたこと、壊れたことを受け入れることなのかもしれない。,,"여기서 내가 있었고, 쓰러졌고, 무너졌다는 걸 받아들이는 거겠지",而是关于接受：我曾经在这里，曾经跌倒，曾经破碎。,"sondern darum zu akzeptieren, dass ich einmal hier war, gefallen bin und zerbrochen bin.",แต่เรื่องการยอมรับว่าครั้งหนึ่งฉันเคยอยู่ที่นี่ ครั้งหนึ่งล้มลง ครั้งหนึ่งแตกสลาย,"ngunit tungkol sa pagtanggap na ako ay minsan dito, minsang nahulog, minsang nasira.","mas sobre aceitar que eu já estive aqui, já estive caído, já estive quebrado.","mais d'accepter que j'étais autrefois ici, autrefois tombé, autrefois brisé.","pero se trata de aceptar que una vez estuve aquí, una vez caído, una vez roto.","а о принятии того, что я когда-то был здесь, когда-то пал, когда-то сломлен."
ch7_court11,Dan malam ini…,ch7_court12,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,And tonight…,そして今夜…,,그리고 오늘 밤…,而今晚…,Und heute Nacht…,และคืนนี้…,At ngayong gabi…,E hoje à noite…,Et ce soir…,Y esta noche…,И сегодня вечером…
ch7_court12,aku memilih untuk tidak menghindar lagi.,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,,I choose not to turn away anymore.,私はもう、避けることを選ばない。,,나는 더 이상 피하지 않기로 했어,我选择不再回避。,"entscheide ich mich, nicht länger auszuweichen.",ฉันเลือกที่จะไม่หันหลังกลับอีกต่อไป,Pinili kong hindi na tumalikod.,Eu escolho não virar mais as costas.,Je choisis de ne plus me détourner.,He decidido no darme la vuelta más.,Я больше не отворачиваюсь.
